FTN_RPD_SD,F_FILE_ID,PROJECT_NM,PRJCT_TYPE,CLOSR_IND,CLOSR_DT,CLOSR_TYPE,SITE_LOC,DFND_CAMP,RECDIST_CD,RECDIST_NM,ORG_UNT_NM,CLOSR_COM,ST_DESC,DRV_DIRCTN,LATITUDE,LONGITUDE,SHAPE,OBJECTID,X,Y
4177,REC2482,FOURTEEN MILE LAKE,SIT - Recreation Site,N,,,GOLDEN,1,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,,"Pleasant, secluded campsite overlooking a small lake with limited facilities.","Access is by 2wd vehicle from the community of Parson along an active logging road.  Follow the main Spilimacheen FS Road to the 17km mark.  Turn on to the South Fork FS Road.  Turn on to the Fourteen Mile Road at the 24 km mark.  After 5km you will reach the small lake.",50.947359,-116.600435,,31315596,949369.3315444342,5663496.1448061215
4629,REC1510,SILENCE LAKE,SIT - Recreation Site,N,,,CLEARWATER,3,RDHW,Headwaters,Thompson Rivers Natural Resource District,,"Three+ unit campsite popular for fishing, hunting and camping.","From Clearwater on Yellowhead Hwy 5, proceed 5 km east and turn north onto Raft River Forest Service Road/Road 9.  Continue for 35 km and find the short 300m access road on the right.",51.791809,-119.699827,,31316048,727578.6887584558,5743035.542153132
5088,REC32083,FLATBED POOLS TRAILS NETWORK,SIT - Recreation Site,N,,,TUMBLER RIDGE,0,RDPC,Peace - Ft. Nelson,Peace Natural Resource District,,"This site contains a system of trails that lead down to Flatbed Creek/pools.  The area also has a set of Dinosaur trackways.Trails are rated easy.This trail is maintained by the Wolverine Nordic & Mountain Society.   Wolverine Nordic & Mountain SocietyPhotos and Maps courtesy of the WNMS.",From Monkman Way drive south to Southgate and the Parking lot is across Hwy 29.,55.108815,-120.96369899999999,,31316507,629896.9999666645,6108794.000022827
5105,REC4567,McCulloch Cross Country Ski Trails,SIT - Recreation Site,N,,,KELOWNA,0,RDOS,Okanagan,Okanagan Shuswap Natural Resource District,,"Altitude: 1268m at the trailhead. There are 69 km double-groomed cross-country ski trails, 6 km single-track trails and nearly 70 km of snowshoe trails through forested areas and meadows. Several trails lead to scenic lookouts. Dogs are only permitted trails marked as �K9� trails. All 3 heated cabins and the snowshoe shelter are equipped with first aid kits. User fee by donation is in effect. Also see www.kelownanordic.com",Travel Time: +/- 1 hour from Kelowna. From Harvey St (Hwy 97) in downtown Kelowna head east and turn right onto Hwy 33. Once past the Springfield Rd intersection continue on Hwy 33 for approximately 29 km. You will pass the Big White turn-off on your left. Continue for another 7km past Okanagan Falls Forest Service Rd and turn right on McCulloch Rd. From there follow the signs to McCulloch Nordic Trails (approximately 5km) and park on the left in front of the main Trailhead cabin. It is directly across the road from the McCulloch Resort.,49.779784,-119.170533,,31316524,775664.2342812725,5521185.524809843
3734,REC6686,CALLING LAKE,SIT - Recreation Site,N,,,MERRITT,4,RDCS,Cascades,Cascades Natural Resource District,,"The recreation site is popular for fishing, camping, and hunting activities. This site is often used as a base camp for fishermen wishing to fish the nearby Big Ok (Island Lake). The road access has changed effective July 3, 2012 and can be rough at times.","On July 3, 2012 the traditional access route to this site via through the Highland Valley Copper Mine is no longer available. Once you have exited the Logan Lake to Ashcroft highway(97D)near the west end of mine follow the road until you see the turn off to Laura Lake. Turn right and continue for 7 km and turn left. Follow this road to the 14 km mark to Calling Lake. From Merritt travel west on Hwy 8 and turn right on Aberdeen Rd. which becomes the Pimainus FSR. Turn right at 35.7 km on to Calling FSR, at 43.5 km take a right, approx. 500m to lake.",50.462784,-121.11098,,31315153,634071.9999679711,5591792.000042936
3743,REC33036,Dead End Loop,RTR - Recreation Trail,N,,,SQUAMISH,0,RDSQ,Squamish,Sea to Sky Natural Resource District,,,,49.793109,-123.101606,,31315162,492686.99998836423,5515633.000044622
1811,REC230132,Lunan,RR - Recreation Reserve,N,,,SMITHERS,0,RDSS,Nadina-Skeena,Skeena Stikine Natural Resource District,,"Lunan Road Recreation Site is located on the beautiful Bulkley River, world famous for its salmon and particularly steelhead fishing. This site is day-use only and provides boat launch access to the Bulkley River. Situated in the riparian zone of the river and popular for picnicking, a variety of wildlife, song birds and  bald eagles are common sights. There are 2 pincic tables and a fire ring near the river, as well as an accessible bench.","Located off Highway 16, turn  east onto Old Babine Lake Road, then turn north onto Lunan Road and follow it to the Bulkley River.",54.772782,-127.12188499999999,,31313230,234917.67431273422,6077301.852979161
2005,REC5775,Horse Creek Recreation Site,SIT - Recreation Site,N,,,VALEMOUNT,22,RDHW,Headwaters,Prince George Natural Resource District,,Popular campsite adjacent to developed marina facility on north end of Kinbasket Reservoir.,"From Valemount, proceed south on Yellowhead Highway 5 for 3km, then turn east onto Cedarside Road towards Kinbasket Lake.  Continue onto Canoe East Forest Service Road/Canoe River Forest Rd for 20.5km and then turn right onto the short site access road. Caution: may be industrial traffic.",52.685773,-119.034802,,31313424,767977.1777722333,5844696.243725636
1877,REC5112,GIANT CEDARS,SIT - Recreation Site,N,,,GOLDEN,0,RDRM,Rocky Mountain,Selkirk Natural Resource District,,This small site is day use only.  It accesses a 0.8 km trail through old growth cedar forest.,This site is located approximately 37km up the Bush River Forest Service Road.,51.691075,-117.493852,,31313296,880460.6115832254,5741044.083200138
1914,REC4724,Monashee Lake,RTR - Recreation Trail,N,,,LUMBY,0,RDOS,Okanagan,Okanagan Shuswap Natural Resource District,,"Altitude: 2015 m, Elevation Gain; 700 m, Hiking Time: +/- 5hrs, Hiking Distance: 9.5 km. The trail starts by the south end of the Mark Berger Traverse and follow the red diamond sign markers. The trail goes through a meadow, cedar rain forest, and follows loose rock ramparts up along a dry creek bed for 400m, then switchbacks along a grassy slope to the lake. There is an optional add-on to the Sunny Peak +/- 2383 m summit with stunning views of the deep-blue Riloux Lake to the left. The hike is very steep from the rock ramparts on. The trail is +/- 9.0525 km.","Travel time: +/- 2hrs. from Vernon take Hwy 6 past Lumby for 66 km. Turn left 1.5 km past Goldpanner Cafe onto South Fork Forest Service Road. Drive past the Pinnacles Hiking Area sign post for about 24 km following Monashee Creek to reach the trailhead following the Monashee Lake signs. The road is passable for cars with good clearance. New Access Location approx. at  50.178407? -118.536380? off Hwy 6",50.21797,-118.29867,,31313333,835336.6126489316,5573449.533421297
1981,REC0598,MORCHUEA LAKE,SIT - Recreation Site,N,,,DEASE LAKE,8,RDKM,North Coast-QCI-Kalum,Skeena Stikine Natural Resource District,,"Mount Edziza is the backdrop to this beautiful location.  8 site units in this semi-open forested site.   Adequate access for large RVs and trailers, with abundant overflow areas for groups.",Access road is off the west side of Hwy 37 approximately 20km north of Iskut and ~50km south of Dease Lake.,57.985476,-130.065639,,31313400,82651.95487020549,6448956.187470921
2261,REC97983,VIEWLAND MTN,RTR - Recreation Trail,N,,,HORSEFLY,0,RDCC,Quesnel-Central Cariboo,Cariboo-Chilcotin Natural Resource District,,"Short hiking trail(2.2km)that winds its way to the top of Viewland Mtn, to an elevation of 1326m.  The trail is primariy treed to the top where the best view of the Horsefly Lake area is found.","From the community of Horsefly, follow the Hen Ingram Road, onto the Z road, turn right onto the Viewland Road.  Follow this road for approximately 1km, trail is on the right.",52.440785,-121.180718,,31313680,623658.9999503674,5811621.999962613
2283,REC0066,BEAR CREEK,SIT - Recreation Site,N,,,EAST HARRISON,40,RDCK,Chilliwack,Chilliwack Natural Resource District,,"A small forested site on the shore of Harrison Lake.  Access is by gravel road suitable for two wheel drive vehicles.  It is a popular site with the windsurfers and beach camping is available.  This is a CASH ONLY site and has on-site supervision. For reservations, additional information and updates, please visit www.harrisoneastcamping.com. NOTE:All visitors are required to exit the site by 10:30 PM unless otherwise posted.  Gates are locked at 11:00 PM and will remain closed until 7:00 AM. Quiet time is 11pm - 7am. Gates are locked during off season.  ","From Vancouver, take Highway 7 to Harrison Hot Springs.  Turn right at the lakefront onto Rockwell Drive.  Travel North along Harrison Lake until you reach the East Harrison Forest Service Road.  Drive 14 km from the end of the pavement and the site is on the left. ",49.466150999999996,-121.76389499999999,,31313702,589563.9999696737,5480011.999963772
2286,REC2019,BOTTS LAKE,SIT - Recreation Site,N,,,INVERMERE,1,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,,"A small, forested campsite; short trail along creek; electric motors only.Not accessible by trailers.","This small site  is accessible either from Hwy 93 from Radium or Brisco. Expect logging activity.  Kilometer markers start at zero from both Radium and Brisco.  Travelling Westside Road from Radium (north) the Botts Lake turnoff is at 46.5 km.  Travelling from Brisco (south) along Westside Road you will find the Botts Lake turnoff near the 13km mark.",50.797574999999995,-116.360177,,31313705,967726.434834826,5648358.989934801
4345,REC0174,AMOR LAKE,SIT - Recreation Site,N,,,CAMPBELL RIVER,5,RDCR,Discovery Coast,Campbell River Natural Resource District,,"This site has 2 parts: 4 units south of the creek under the trees and 1 unit north of the creek by the boat launch.  It has the only boat launch access to Amor Lake. It is a great lake to explore with lots of small, sandy beaches and rocky islets.  It is part of the Sayward Forest Canoe Route chain of lakes.","There are two ways to get to this site.      From Campbell River, head north on Highway 19. Turn left on to Menzies Mainline (gravel road), roughly 14.5 km out of town.  Drive for another 15 km to the junction of the Long Lake road. Turn right and follow the road for roughly 6.5 km - turn right (should be a sign) and you'll come to the Amor Lake site 2.8 km in. Watch for logging traffic on the mainline.From Campbell River, head north on Highway 19, but head all the way to Roberts Lake.  Just before the resort, turn left and follow the Blackwater Road signs. The Amor Lake site is 9 km from the highway junction.",50.157993,-125.58080799999999,,31315764,315658.9999879978,5559385.999964019
4792,REC2978,ABBOTT LAKE TRAIL,SIT - Recreation Site,N,,,HORSEFLY,0,RDCC,Quesnel-Central Cariboo,Cariboo-Chilcotin Natural Resource District,,This is a 400m access trail to the south shore of Abbott Lake.  There are no facilities other than a parking area off of the Horsefly Road.  There is no boat launching access via this trail.,"From 150 Mile House, head East towards Horsefly, just past Cave Road as the road zig zags the access road is a very small approach on the left.  If you reach the Beaver Valley Road you have gone too far.",52.320494,-121.497694,,31316211,602393.000047056,5797747.999987053
4798,REC106585,Moonraker,RTR - Recreation Trail,N,,,GOLDEN,0,RDRM,Rocky Mountain,Selkirk Natural Resource District,,"The Moonraker Trail network has a variety of single track for all cyclists, hikers and trail runners. The network meanders on a bench above Golden, around lakes and ponds, with stunning views of the Purcels and Canyon Creek at the far south end. Please visit the Golden Cycling Club for trail maps and more information. https://goldencyclingclub.com/","There are multiple trailheads for the Moonraker network.  The trails are across the Columbia and Kicking Horse Rivers, west/ south-west of Golden.  The CBT Mainline trailhead is just across the Columbia River on Kicking Horse Trail.  You can also continue up Kicking Horse Trail for 6.5 km, turn left on Cedar Lake FSR for a couple km and park at Cedar Lake Recreation Site.Furthermore, you can carry on past Cedar Lake Rec Site and up the access roads to shuttle LSD and Canyon Creek.",51.310646999999996,-116.994491,,31316217,918415.9575140707,5701515.136178943
3436,REC164012,Griffin Sawmill Recreation Site,SIT - Recreation Site,N,,,VALEMOUNT,10,RDHW,Headwaters,Prince George Natural Resource District,,Small but popular campsite on Kinbasket Lake.,"From Valemount, proceed south on Yellowhead Highway 5 for 3km, then turn east onto Cedarside Road towards Kinbasket Lake.  Continue onto Canoe East Forest Service Road/Canoe River Forest Rd for 20km and then turn right into the site.  Caution: may be industrial traffic.",52.688992,-119.038414,,31314855,767713.4403942832,5845040.725063669
